,Gene ID,Gene name,Counts NP1,FPKM NP1,Counts NP2,FPKM NP2,Counts P1,FPKM P1,Counts P2,FPKM P2,Log2 FC,pvalue,padj,FPKM P1 CC,FPKM P2 CC,FPKM P1 GC,FPKM P2 GC
3398,AT3G03535,,10,0.3,11,0.32,35,1.59,26,1.46,2.32,0.000515823,0.001121842,1.59,1.46,1.59,1.46
3399,AT1G09253,,11,0.49,7,0.3,34,2.33,19,1.6,2.31,0.001627744,0.00330785,2.33,1.6,2.33,1.6
3401,AT2G22790,,101,1.38,102,1.35,309,6.48,275,7.11,2.31,2.03E-25,1.37E-24,6.48,7.11,6.48,7.11
3408,AT1G52720,,181,2.81,191,2.87,562,13.38,503,14.77,2.31,2.18E-42,2.08E-41,13.38,14.77,13.38,14.77
3410,AT5G64250,,992,10.64,959,9.96,2983,49,2588,52.44,2.3,1.14E-144,2.65E-143,49,52.44,49,52.44
3411,AT2G25250,,814,10.82,880,11.33,2834,57.72,2039,51.23,2.3,8.47E-123,1.76E-121,57.72,51.23,57.72,51.23
3413,AT4G19460,,21,0.2,31,0.28,98,1.42,53,0.95,2.3,3.41E-07,1.05E-06,1.42,0.95,1.42,0.95
3416,AT5G51465,,15,0.43,7,0.2,30,1.33,32,1.75,2.29,0.000761195,0.001619881,1.33,1.75,1.33,1.75
3417,AT4G14840,,79,0.72,75,0.66,244,3.4,193,3.32,2.28,2.02E-19,1.14E-18,3.4,3.32,3.4,3.32
3418,AT5G39380,,110,0.64,78,0.44,280,2.51,251,2.78,2.28,1.93E-20,1.12E-19,2.51,2.78,2.51,2.78
3422,AT2G37150,,437,1.6,470,1.67,1438,8.06,1127,7.79,2.28,8.21E-88,1.33E-86,8.06,7.79,9.609178841,9.287283272
3423,AT2G31800,,1270,11.36,1265,10.95,3948,54.09,3210,54.25,2.28,4.45E-180,1.20E-178,54.09,54.25,54.09,54.25
3425,AT1G11210,,870,12.63,842,11.83,2601,57.83,2220,60.89,2.28,1.61E-133,3.54E-132,57.83,60.89,57.83,60.89
3430,AT1G29770,,16,0.21,10,0.13,33,0.67,39,0.98,2.27,0.000268141,0.000606069,0.67,0.98,0.67,0.98
3432,AT5G57035,,641,4.32,746,4.86,2168,22.36,1723,21.91,2.27,1.45E-110,2.80E-109,22.36,21.91,22.36,21.91
3433,AT4G14103,,6,0.06,5,0.05,18,0.27,13,0.24,2.27,0.014406105,0.024877416,0.27,0.24,0.27,0.24
3434,AT3G48630,,12,0.51,10,0.41,36,2.32,26,2.07,2.27,0.000589685,0.001272884,2.32,2.07,2.32,2.07
3435,AT4G37022,,7,0.41,9,0.52,20,1.81,24,2.68,2.27,0.003603747,0.006917703,1.81,2.68,1.81,2.68
3437,AT3G06870,,5,0.1,7,0.13,22,0.64,12,0.43,2.26,0.011852033,0.020769467,0.64,0.43,0.64,0.43
3438,AT4G02880,,1120,7.35,1233,7.84,3594,36.14,2963,36.75,2.26,1.24E-163,3.12E-162,36.14,36.75,36.14,36.75
3447,AT4G13180,,1588,23.3,1614,22.92,4974,111.78,3880,107.56,2.25,4.10E-195,1.20E-193,111.78,107.56,111.78,107.56
3450,AT1G02360,,76,1.04,83,1.1,265,5.56,176,4.56,2.24,3.88E-18,2.08E-17,5.56,4.56,5.56,4.56
3452,AT5G24810,,2456,12.19,2771,13.31,8263,62.82,6124,57.43,2.24,1.06E-190,3.05E-189,62.82,57.43,62.82,57.43
3453,AT1G11390,,634,4.37,616,4.11,1792,18.9,1619,21.06,2.24,2.64E-96,4.61E-95,18.9,21.06,18.9,21.06
3455,AT3G53670,,579,6.88,574,6.6,1685,30.64,1456,32.66,2.23,4.56E-97,8.00E-96,30.64,32.66,30.64,32.66
3458,AT5G19025,,154,2.32,192,2.79,543,12.5,403,11.45,2.23,1.77E-34,1.46E-33,12.5,11.45,12.5,11.45
3459,AT1G04570,,218,1.79,256,2.03,707,8.88,583,9.03,2.23,4.39E-47,4.52E-46,8.88,9.03,8.88,9.03
3461,AT3G07273,,105,5.99,107,5.91,341,29.79,240,25.86,2.23,2.22E-23,1.41E-22,29.79,25.86,29.79,25.86
3462,AT3G57740,,12,0.14,30,0.35,70,1.29,45,1.02,2.23,2.22E-05,5.72E-05,1.29,1.02,1.29,1.02
3463,AT1G49610,,11,0.18,3,0.05,19,0.48,19,0.6,2.23,0.010890318,0.019222034,0.48,0.6,0.48,0.6
3464,AT5G03255,,16,0.11,25,0.16,66,0.67,46,0.58,2.23,8.38E-06,2.25E-05,0.67,0.58,0.67,0.58
3466,AT2G05875,,17,0.67,6,0.23,36,2.19,27,2.02,2.22,0.001244734,0.002571634,2.19,2.02,2.19,2.02
3468,AT3G14075,,633,3.85,721,4.24,2009,18.69,1659,19.04,2.22,8.25E-106,1.54E-104,18.69,19.04,18.69,19.04
3469,AT1G07120,,16,0.21,13,0.16,45,0.9,34,0.84,2.22,0.000135879,0.000319018,0.9,0.84,0.9,0.84
3470,AT1G62370,,70,0.94,73,0.95,193,3.96,191,4.83,2.22,3.06E-16,1.54E-15,3.96,4.83,3.96,4.83
3471,AT3G49210,,361,2.91,349,2.72,1109,13.7,821,12.51,2.22,4.42E-64,5.67E-63,13.7,12.51,13.7,12.51
3472,AT5G17680,,33,0.15,23,0.1,91,0.62,62,0.52,2.22,2.70E-07,8.35E-07,0.62,0.52,0.62,0.52
3473,AT1G74450,,2993,29.05,2896,27.2,8718,129.58,7199,131.99,2.22,3.13E-236,1.07E-234,129.58,131.99,129.58,131.99
3474,AT4G30940,,56,0.48,76,0.63,188,2.46,167,2.7,2.22,6.27E-15,2.98E-14,2.46,2.7,3.478685205,3.818069127
3475,AT1G57610,,768,7.45,695,6.53,2139,31.79,1807,33.13,2.22,6.63E-104,1.23E-102,31.79,33.13,31.79,33.13
3476,AT2G41730,,49,0.9,57,1.01,146,4.11,138,4.79,2.21,1.20E-12,5.14E-12,4.11,4.79,4.11,4.79
3477,AT1G10340,,157,1.36,186,1.56,494,6.57,428,7.02,2.21,8.41E-35,7.01E-34,6.57,7.02,6.57,7.02
3478,AT1G76065,,14,0.21,10,0.14,37,0.83,28,0.78,2.21,0.000578327,0.001249832,0.83,0.78,0.83,0.78
3479,AT5G46780,,689,9.93,783,10.92,2431,53.66,1568,42.69,2.21,2.14E-77,3.14E-76,53.66,42.69,53.66,42.69
3480,AT4G20390,,39,0.66,34,0.55,101,2.6,94,2.99,2.21,3.31E-09,1.18E-08,2.6,2.99,2.6,2.99
3482,AT5G06520,,86,0.72,111,0.9,319,4.11,213,3.38,2.2,5.71E-20,3.27E-19,4.11,3.38,4.11,3.38
3486,AT1G61400,,39,0.21,32,0.17,110,0.91,81,0.82,2.2,6.34E-09,2.21E-08,0.91,0.82,0.91,0.82
3487,AT3G52390,,103,1.57,98,1.45,316,7.38,225,6.48,2.2,1.25E-21,7.53E-21,7.38,6.48,7.38,6.48
3489,AT3G50780,,390,3.1,404,3.11,1180,14.38,944,14.19,2.2,1.19E-72,1.69E-71,14.38,14.19,18.0527973,17.81426938
3490,AT5G11650,,5744,52.91,6147,54.8,17090,241.09,14571,253.55,2.2,1.63E-284,6.50E-283,241.09,253.55,241.09,253.55
3492,AT1G10410,,1047,8.09,1203,8.99,3379,39.97,2612,38.11,2.19,3.12E-134,6.89E-133,48.9931127,46.71322304,56.09085202,53.48066977
3493,AT3G14060,,87,1.64,107,1.95,237,6.84,270,9.61,2.19,5.46E-18,2.92E-17,6.84,9.61,6.84,9.61
3494,AT5G03990,,700,7.81,673,7.27,2021,34.56,1625,34.27,2.19,6.83E-106,1.28E-104,34.56,34.27,34.56,34.27
3495,AT1G09320,,292,2.45,281,2.28,854,10.98,668,10.6,2.19,1.20E-53,1.35E-52,10.98,10.6,10.98,10.6
3496,AT4G11990,,42,0.36,49,0.4,153,1.99,91,1.46,2.19,2.65E-10,1.01E-09,1.99,1.46,1.99,1.46
3497,AT5G66900,,1274,7.65,1230,7.15,3584,32.95,3024,34.3,2.18,2.42E-151,5.78E-150,32.95,34.3,32.95,34.3
3499,AT3G56880,,2672,32.4,3175,37.26,8607,159.85,6815,156.12,2.18,2.13E-178,5.72E-177,159.85,156.12,159.85,156.12
3500,AT1G11960,,1054,5.49,1106,5.57,3168,25.26,2531,24.89,2.18,5.91E-147,1.39E-145,25.26,24.89,25.26,24.89
3502,AT1G64253,,8,0.1,6,0.07,21,0.4,16,0.38,2.18,0.00960907,0.017142535,0.4,0.38,0.4,0.38
3503,AT4G32870,,664,16.88,655,16.11,1746,67.97,1695,81.39,2.18,2.35E-81,3.61E-80,160.4963707,192.1847817,67.97,81.39
3504,AT2G47820,,259,1.47,290,1.6,833,7.26,615,6.61,2.18,2.93E-49,3.11E-48,7.26,6.61,7.26,6.61
3505,AT4G01090,,1746,10.36,1950,11.19,5460,49.6,4260,47.73,2.18,8.02E-179,2.15E-177,49.6,47.73,49.6,47.73
3506,AT1G70630,,147,0.96,147,0.93,444,4.43,329,4.05,2.17,1.90E-29,1.41E-28,4.43,4.05,4.43,4.05
3507,AT4G39270,,49,0.24,54,0.25,160,1.18,111,1.01,2.17,9.88E-12,4.05E-11,1.18,1.01,1.18,1.01
3508,AT5G58020,,1531,20.53,1459,18.94,4109,84.39,3670,92.97,2.17,1.21E-143,2.81E-142,84.39,92.97,84.39,92.97
3509,AT1G01130,,74,3.5,84,3.85,237,17.17,177,15.82,2.17,4.62E-17,2.39E-16,17.17,15.82,17.17,15.82
3512,AT4G16660,,3322,17.31,3564,17.97,9894,78.95,8061,79.34,2.17,4.70E-252,1.68E-250,78.95,79.34,78.95,79.34
3514,AT3G06150,,2139,14.18,2234,14.33,6286,63.82,5105,63.94,2.16,2.72E-214,8.62E-213,63.82,63.94,63.82,63.94
3517,AT4G17260,,164,2,170,2.01,464,8.68,400,9.23,2.16,1.06E-32,8.43E-32,8.68,9.23,8.68,9.23
3518,AT1G28390,,55,0.42,50,0.37,129,1.52,140,2.03,2.16,3.08E-11,1.23E-10,1.52,2.03,1.52,2.03
3519,AT1G53430,,2163,9.27,2435,10.1,6833,44.84,5119,41.44,2.16,1.47E-173,3.88E-172,44.84,41.44,44.84,41.44
3520,AT1G75290,,31,0.49,29,0.44,84,2.03,71,2.12,2.15,1.73E-07,5.44E-07,2.03,2.12,2.03,2.12
3522,AT4G36960,,1286,13.06,1251,12.3,3541,55.07,3002,57.59,2.15,2.23E-147,5.26E-146,55.07,57.59,55.07,57.59
3523,AT5G55970,,779,5.93,801,5.9,2301,26.82,1788,25.71,2.15,2.72E-113,5.35E-112,26.82,25.71,26.82,25.71
3526,AT3G48020,,64,1.42,66,1.42,179,6.09,155,6.5,2.15,3.29E-14,1.51E-13,6.09,6.5,6.09,6.5
3527,AT4G00695,,10,0.12,8,0.1,23,0.43,23,0.53,2.15,0.004179415,0.007917565,0.43,0.53,0.43,0.53
3529,AT3G09895,,8,0.65,11,0.87,28,3.49,21,3.23,2.15,0.003291651,0.006368647,3.49,3.23,3.49,3.23
3530,AT5G23130,,226,2.25,225,2.17,614,9.35,542,10.18,2.15,4.30E-41,4.01E-40,9.35,10.18,9.35,10.18
3532,AT3G02555,,145,1.87,150,1.87,425,8.38,334,8.12,2.14,5.03E-29,3.70E-28,8.38,8.12,8.38,8.12
3535,AT4G09415,,7,0.23,13,0.42,15,0.76,34,2.13,2.14,0.005685178,0.010520151,0.76,2.13,0.76,2.13
3539,AT5G15940,,12,0.13,19,0.2,43,0.7,36,0.73,2.14,0.000231314,0.000527262,0.7,0.73,0.7,0.73
3540,AT4G19520,,3791,10.88,4247,11.8,11725,51.55,8876,48.13,2.14,6.41E-208,1.98E-206,51.55,48.13,51.55,48.13
3541,AT5G16380,,99,1.59,115,1.78,299,7.33,247,7.47,2.14,2.10E-21,1.26E-20,7.33,7.47,8.801145357,8.969243631
3543,AT3G57880,,1326,6.45,1422,6.69,3930,29.28,3097,28.46,2.14,1.53E-157,3.76E-156,29.28,28.46,37.14686275,36.1065476
3545,AT3G22560,,8,0.15,10,0.19,20,0.59,25,0.9,2.13,0.004968369,0.009289213,0.59,0.9,0.59,0.9
3546,AT4G15020,,598,3.39,630,3.46,1702,14.78,1420,15.21,2.13,8.66E-93,1.46E-91,14.78,15.21,14.78,15.21
3547,AT4G34930,,13,0.14,9,0.09,24,0.4,31,0.63,2.13,0.002188224,0.004354804,0.4,0.63,0.4,0.63
3548,AT2G04420,,14,0.33,20,0.45,52,1.85,35,1.54,2.13,0.000126905,0.000299064,1.85,1.54,1.85,1.54
3549,AT1G24851,,158,1.42,194,1.68,510,7.01,386,6.54,2.13,2.82E-31,2.18E-30,7.01,6.54,7.01,6.54
3550,AT5G23155,,12,0.38,10,0.31,25,1.22,30,1.81,2.13,0.00200198,0.004009486,1.22,1.81,1.22,1.81
3551,AT3G18535,,395,3.1,450,3.42,1156,13.91,983,14.59,2.13,4.07E-66,5.32E-65,13.91,14.59,13.91,14.59
3552,AT5G02430,,38,0.22,63,0.36,131,1.18,123,1.36,2.13,4.79E-10,1.80E-09,1.18,1.36,1.18,1.36
3554,AT4G01670,,18,0.28,23,0.34,53,1.25,50,1.45,2.12,2.54E-05,6.49E-05,1.25,1.45,1.25,1.45
3558,AT2G34340,,22,0.33,25,0.36,69,1.58,50,1.42,2.12,6.60E-06,1.79E-05,1.58,1.42,1.58,1.42
3559,AT1G61640,,152,1.02,157,1.02,462,4.76,322,4.09,2.12,8.41E-28,6.03E-27,4.76,4.09,4.76,4.09
3560,AT1G35210,,73,1.18,61,0.96,177,4.4,159,4.87,2.11,1.47E-13,6.58E-13,4.4,4.87,4.4,4.87
3562,AT3G59270,,14,0.24,14,0.23,43,1.11,28,0.89,2.11,0.000518483,0.001127319,1.11,0.89,1.11,0.89
3563,AT5G53360,,398,4.52,309,3.39,974,16.93,803,17.22,2.11,3.43E-46,3.49E-45,16.93,17.22,16.93,17.22
3564,AT3G09570,,943,8.81,990,8.95,2719,38.9,2137,37.71,2.11,3.33E-124,7.00E-123,38.9,37.71,38.9,37.71
3565,AT1G10050,,562,2.65,642,2.93,1697,12.27,1321,11.78,2.11,1.53E-83,2.38E-82,12.27,11.78,12.27,11.78
3568,AT1G42470,,1528,5.98,1575,5.97,4414,26.46,3366,24.89,2.1,1.08E-157,2.64E-156,26.46,24.89,26.46,24.89
3569,AT1G52770,,11,0.11,8,0.08,23,0.35,24,0.45,2.1,0.00451608,0.008504681,0.35,0.45,0.35,0.45
3571,AT1G63860,,822,3.7,925,4.03,2513,17.32,1856,15.78,2.1,7.87E-101,1.43E-99,17.32,15.78,17.32,15.78
3572,AT5G25280,,2795,17.33,2985,17.91,8111,77.03,6313,73.95,2.1,1.49E-212,4.69E-211,77.03,73.95,77.03,73.95
3573,AT5G05240,,35,0.27,46,0.35,102,1.21,98,1.44,2.1,1.07E-08,3.68E-08,1.21,1.44,1.21,1.44
3574,AT4G17240,,127,1.36,127,1.32,370,6.07,266,5.39,2.1,1.99E-23,1.27E-22,6.07,5.39,6.07,5.39
3575,AT3G14700,,23,0.42,31,0.54,73,2.03,61,2.09,2.1,2.22E-06,6.33E-06,2.03,2.09,2.03,2.09
3578,AT4G38410,,11,0.19,11,0.19,26,0.71,28,0.94,2.09,0.00231348,0.004584642,0.71,0.94,0.71,0.94
3579,AT4G33925,,24,0.52,26,0.55,74,2.46,51,2.09,2.09,4.96E-06,1.37E-05,2.46,2.09,2.46,2.09
3580,AT1G02380,,188,2.53,215,2.8,526,10.85,469,11.93,2.09,3.28E-34,2.70E-33,10.85,11.93,10.85,11.93
3586,AT5G24600,,12,0.18,6,0.09,20,0.47,24,0.69,2.09,0.007246411,0.013194252,0.47,0.69,0.47,0.69
3587,AT1G77420,,412,4.66,397,4.35,1175,20.36,839,17.93,2.09,7.62E-58,9.07E-57,20.36,17.93,25.42043058,22.38645974
3588,AT1G29310,,498,4.44,532,4.59,1425,19.45,1124,18.92,2.09,1.06E-76,1.55E-75,19.45,18.92,23.37223406,22.7353557
3590,AT1G75300,,57,0.89,57,0.86,165,3.94,118,3.47,2.09,1.16E-11,4.74E-11,3.94,3.47,3.94,3.47
3591,AT1G62305,,146,1.38,154,1.41,437,6.32,307,5.47,2.08,3.75E-26,2.57E-25,6.32,5.47,6.32,5.47
3596,AT2G43120,,359,4.58,382,4.72,951,18.58,862,20.77,2.08,2.66E-55,3.06E-54,18.58,20.77,18.58,20.77
3600,AT5G63820,,24,0.63,15,0.38,56,2.24,40,1.98,2.07,9.78E-05,0.000233764,2.24,1.98,2.24,1.98
3601,AT5G45455,,19,1.07,35,1.91,64,5.52,66,7.02,2.07,9.04E-06,2.42E-05,5.52,7.02,5.52,7.02
3602,AT5G57570,,30,0.52,21,0.35,52,1.37,70,2.27,2.07,1.87E-05,4.85E-05,1.37,2.27,1.37,2.27
3603,AT4G36648,,3241,27.31,3188,26,8614,111.19,7071,112.58,2.07,4.88E-216,1.56E-214,111.19,112.58,111.19,112.58
3606,AT3G14740,,58,0.73,70,0.85,165,3.16,145,3.43,2.06,1.84E-12,7.79E-12,3.16,3.43,3.16,3.43
3608,AT3G20490,,146,1.39,152,1.4,382,5.58,339,6.1,2.06,5.32E-26,3.63E-25,5.58,6.1,5.58,6.1
3616,AT2G07698,,643,4.67,671,4.71,1721,19.13,1442,19.77,2.05,2.94E-88,4.77E-87,19.13,19.77,19.13,19.77
3618,AT4G17483,,29,0.39,30,0.39,72,1.47,69,1.74,2.05,1.59E-06,4.58E-06,1.47,1.74,1.47,1.74
3619,AT2G44735,,25,0.39,20,0.3,51,1.21,56,1.64,2.05,3.56E-05,8.97E-05,1.21,1.64,1.21,1.64
3620,AT1G08733,,9,0.32,6,0.21,13,0.71,22,1.49,2.05,0.017754483,0.030114451,0.71,1.49,0.71,1.49
3621,AT2G30362,,20,0.14,35,0.23,69,0.71,62,0.79,2.04,7.85E-06,2.11E-05,0.71,0.79,0.71,0.79
3622,AT4G17350,,975,9.18,941,8.58,2475,35.69,2112,37.57,2.04,5.78E-108,1.09E-106,35.69,37.57,35.69,37.57
3623,AT3G09275,,15,0.19,20,0.25,42,0.82,41,0.99,2.04,0.000239233,0.000543965,0.82,0.99,0.82,0.99
3624,AT1G15670,,44,0.45,57,0.57,125,1.97,115,2.24,2.04,9.05E-10,3.34E-09,1.97,2.24,1.97,2.24
3628,AT1G09800,,70,0.7,78,0.76,178,2.74,172,3.27,2.04,2.02E-13,8.98E-13,2.74,3.27,2.74,3.27
3630,AT3G46668,,135,1.03,120,0.89,337,3.94,271,3.9,2.03,1.13E-21,6.85E-21,3.94,3.9,3.94,3.9
3634,AT3G56620,,39,0.47,33,0.38,93,1.72,78,1.78,2.03,1.80E-07,5.65E-07,1.72,1.78,8.886208301,9.196192312
3635,AT1G73066,,63,0.49,63,0.47,182,2.16,120,1.75,2.03,1.39E-11,5.63E-11,2.16,1.75,2.16,1.75
3640,AT5G05100,,1183,12.5,1197,12.24,3219,52.09,2439,48.68,2.03,4.56E-122,9.46E-121,52.09,48.68,52.09,48.68
3641,AT4G12005,,27,0.66,24,0.57,61,2.28,59,2.72,2.03,1.15E-05,3.05E-05,2.28,2.72,2.28,2.72
3645,AT3G27640,,25,0.23,7,0.06,41,0.58,35,0.61,2.02,0.001636122,0.0033229,0.58,0.61,0.58,0.61
3647,AT2G01010,,81268,797.4,81466,773.68,204056,3066.54,178782,3314.03,2.02,1.66E-269,6.29E-268,3066.54,3314.03,3066.54,3314.03
3650,AT5G65610,,13,0.42,17,0.53,42,2.08,29,1.77,2.02,0.000798437,0.001694467,2.08,1.77,2.08,1.77
3652,AT4G35500,,112,0.99,134,1.15,330,4.47,249,4.16,2.01,2.72E-20,1.57E-19,4.47,4.16,4.47,4.16
3653,AT3G21295,,472,2.79,531,3.03,1282,11.59,1069,11.92,2.01,2.51E-66,3.30E-65,11.59,11.92,11.59,11.92
3654,AT3G61810,,12,0.18,11,0.16,36,0.81,19,0.53,2.01,0.003649899,0.007000683,0.81,0.53,0.81,0.53
3663,AT1G55175,,30,0.58,31,0.58,85,2.52,58,2.12,2,2.53E-06,7.16E-06,2.52,2.12,2.52,2.12
3664,AT1G27700,,436,4.9,416,4.52,1069,18.39,910,19.31,2,2.71E-57,3.21E-56,18.39,19.31,18.39,19.31
3667,AT5G13100,,4740,50.29,4837,49.67,11912,193.57,10261,205.68,2,2.33E-217,7.48E-216,193.57,205.68,193.57,205.68
3668,AT3G57640,,279,3.24,281,3.16,667,11.86,625,13.71,2,9.56E-39,8.57E-38,11.86,13.71,11.86,13.71
3669,AT4G30100,,4381,14.97,4712,15.58,11783,61.65,9345,60.31,2,2.72E-225,8.93E-224,61.65,60.31,61.65,60.31
3670,AT2G35637,,46,0.45,54,0.51,122,1.84,109,2.02,2,2.27E-09,8.17E-09,1.84,2.02,1.84,2.02
3671,AT2G39360,,993,5.49,1092,5.85,2640,22.37,2189,22.88,2,3.07E-110,5.90E-109,22.37,22.88,22.37,22.88
3673,AT3G11420,,1882,14.11,2074,15.05,5151,59.13,4034,57.12,2,2.40E-154,5.82E-153,59.13,57.12,59.13,57.12
3674,AT2G39400,,460,5.41,425,4.84,1105,19.92,943,20.97,2,4.12E-57,4.86E-56,19.92,20.97,19.92,20.97
3675,AT5G17360,,123,1.58,127,1.58,324,6.39,256,6.23,1.99,1.00E-20,5.89E-20,6.39,6.23,6.39,6.23
3676,AT5G17350,,569,9.09,626,9.67,1474,36.05,1283,38.7,1.99,1.63E-72,2.29E-71,36.05,38.7,36.05,38.7
3677,AT1G74750,,302,1.42,313,1.42,798,5.73,627,5.55,1.99,8.88E-45,8.86E-44,5.73,5.55,5.73,5.55
3680,AT5G62910,,466,4.91,462,4.71,1198,19.32,943,18.76,1.99,1.03E-61,1.29E-60,19.32,18.76,19.32,18.76
3683,AT3G24840,,337,2.1,351,2.12,896,8.55,690,8.12,1.98,3.31E-48,3.45E-47,8.55,8.12,8.55,8.12
3687,AT3G60260,,319,3.2,299,2.9,815,12.51,610,11.55,1.98,3.14E-42,3.00E-41,12.51,11.55,12.51,11.55
3690,AT1G18460,,2920,19.89,2875,18.95,7376,76.93,5935,76.36,1.98,2.49E-188,7.02E-187,76.93,76.36,76.93,76.36
3693,AT3G52360,,752,14.07,685,12.41,1859,53.28,1446,51.12,1.98,1.47E-77,2.17E-76,53.28,51.12,53.28,51.12
3697,AT5G02570,,22,0.75,19,0.62,46,2.39,47,3.02,1.98,0.000149405,0.000348928,2.39,3.02,2.39,3.02
3698,AT2G46150,,40,0.62,38,0.57,95,2.26,83,2.44,1.98,1.59E-07,5.00E-07,2.26,2.44,2.26,2.44
3702,AT5G49525,,9,0.26,6,0.17,17,0.74,17,0.92,1.97,0.020988506,0.035154096,0.74,0.92,0.74,0.92
3703,AT5G02895,,48,0.81,52,0.85,138,3.56,92,2.93,1.97,5.67E-09,1.99E-08,3.56,2.93,3.56,2.93
3705,AT5G62460,,843,8.79,837,8.45,2164,34.57,1667,32.84,1.97,5.41E-92,9.02E-91,34.57,32.84,34.57,32.84
3707,AT5G18490,,746,6.37,735,6.08,1827,23.91,1536,24.8,1.97,6.38E-85,1.01E-83,23.91,24.8,23.91,24.8
3709,AT1G80160,,31,0.37,28,0.32,75,1.36,59,1.32,1.96,6.03E-06,1.65E-05,1.36,1.32,1.36,1.32
3710,AT4G38810,,3760,20.32,3882,20.3,9422,77.98,7834,79.97,1.96,7.45E-211,2.33E-209,77.98,79.97,77.98,79.97
3711,AT5G10650,,721,4.28,776,4.46,1987,18.07,1416,15.89,1.96,5.44E-75,7.81E-74,18.07,15.89,18.07,15.89
3713,AT4G03440,,312,1.8,389,2.18,883,7.82,700,7.65,1.96,8.78E-43,8.46E-42,7.82,7.65,7.82,7.65
3723,AT4G37220,,21,0.43,20,0.4,55,1.73,38,1.47,1.95,0.000177851,0.000411509,1.73,1.47,1.73,1.47
3725,AT4G18203,,9,0.68,5,0.37,20,2.32,12,1.72,1.95,0.029430307,0.047740505,2.32,1.72,2.32,1.72
3726,AT1G32120,,30,0.14,42,0.19,85,0.59,76,0.66,1.95,1.13E-06,3.31E-06,0.59,0.66,0.59,0.66
3727,AT4G17610,,81,0.23,71,0.19,182,0.78,159,0.84,1.95,1.78E-12,7.54E-12,0.78,0.84,0.78,0.84
3730,AT5G25240,,213,5.42,187,4.61,412,16.06,473,22.74,1.95,6.64E-22,4.05E-21,16.06,22.74,16.06,22.74
3732,AT5G43190,,476,4.84,505,4.97,1223,19.05,976,18.76,1.95,1.39E-61,1.73E-60,19.05,18.76,19.05,18.76
3733,AT1G61390,,10,0.06,13,0.07,32,0.27,20,0.21,1.95,0.005332145,0.009913616,0.27,0.21,0.27,0.21
3736,AT5G21940,,1094,11.81,1009,10.54,2474,40.89,2210,45.05,1.94,3.29E-88,5.33E-87,40.89,45.05,40.89,45.05
3737,AT5G53590,,377,6.8,438,7.64,1045,28.85,782,26.63,1.94,7.31E-49,7.72E-48,47.76931814,44.09348153,43.76948466,40.40143419
3740,AT5G60820,,291,3.13,283,2.95,656,10.82,615,12.51,1.94,3.07E-36,2.64E-35,10.82,12.51,10.82,12.51
3750,AT5G59680,,113,0.62,121,0.64,294,2.45,225,2.32,1.93,8.20E-18,4.36E-17,2.45,2.32,2.45,2.32
3752,AT1G61370,,146,0.75,159,0.79,403,3.15,276,2.66,1.93,3.15E-21,1.88E-20,3.15,2.66,3.15,2.66
3753,AT5G22450,,2215,9.55,2446,10.2,5734,37.85,4560,37.13,1.92,5.31E-154,1.28E-152,37.85,37.13,37.85,37.13
3754,AT5G13760,,520,3.84,569,4.07,1310,14.81,1090,15.2,1.92,6.81E-64,8.70E-63,14.81,15.2,14.81,15.2
3755,AT4G22380,,273,6.25,289,6.4,714,25.03,530,22.92,1.92,8.33E-37,7.22E-36,25.03,22.92,25.03,22.92
3760,AT1G76170,,137,1.37,151,1.47,358,5.5,275,5.21,1.92,7.15E-21,4.22E-20,5.5,5.21,5.5,5.21
3761,AT5G01750,,7694,77.51,7865,76.69,17943,276.84,15998,304.47,1.91,3.19E-193,9.27E-192,276.84,304.47,276.84,304.47
3763,AT5G61810,,1087,9.74,1054,9.14,2551,35.01,2134,36.12,1.91,3.84E-100,6.92E-99,35.01,36.12,35.01,36.12
3766,AT2G24100,,1675,16.01,1763,16.31,4216,61.72,3309,59.75,1.91,1.06E-136,2.36E-135,96.93991738,93.84575605,61.72,59.75
3769,AT1G54260,,589,9.4,619,9.57,1487,36.37,1157,34.9,1.91,2.56E-68,3.45E-67,36.37,34.9,36.37,34.9
3770,AT2G27430,,6,0.06,9,0.09,20,0.32,13,0.26,1.91,0.027829812,0.04535175,0.32,0.26,0.32,0.26
3773,AT1G14642,,34,4.57,30,3.9,79,16.26,61,15.49,1.91,6.37E-06,1.73E-05,16.26,15.49,16.26,15.49
3777,AT1G78260,,46,0.32,31,0.21,118,1.26,54,0.71,1.9,8.91E-06,2.39E-05,1.26,0.71,1.26,0.71
3778,AT1G79890,,40,0.23,21,0.12,73,0.64,60,0.65,1.9,3.39E-05,8.56E-05,0.64,0.65,0.64,0.65
3781,AT3G06620,,1029,5.53,1116,5.8,2563,21.08,2091,21.22,1.9,4.18E-101,7.59E-100,21.08,21.22,21.08,21.22
3785,AT4G01110,,18,0.29,21,0.33,45,1.11,39,1.19,1.89,0.000449275,0.000985885,1.11,1.19,1.11,1.19
3786,AT1G16830,,25,0.22,13,0.11,50,0.68,33,0.55,1.89,0.000932974,0.001962418,0.68,0.55,0.68,0.55
3787,AT2G21640,,104,2.51,91,2.13,240,8.87,182,8.3,1.89,3.60E-14,1.65E-13,11.50125834,10.76216959,8.87,8.3
3788,AT5G66595,,13,0.59,11,0.48,30,2.08,22,1.89,1.89,0.005937061,0.010952389,2.08,1.89,2.08,1.89
